,region,numberpets,householdsize,homeowner,jobcategory,carbrand,log_car_val,log_hh_income,log_tot_debt,log_tot_value
361,west,2,1,1,Professional,Foreign,11.42518655,12.01370075,14.28582664,6.648401479
362,west,3,1,0,Labor,Foreign,11.00542763,11.66992921,13.630024,5.726521962
363,northeast,3,4,1,Sales,Foreign,10.05190756,10.66895539,11.19958365,7.132497552
364,northeast,0,2,0,Labor,Domestic,10.23638197,10.96819829,13.47779755,7.262944119
366,midwest,0,1,0,Labor,Domestic,9.857443614,10.59663473,13.13033155,7.502765789
367,northeast,0,4,1,Labor,Domestic,11.00043178,11.87059991,13.7268979,8.549428022
368,west,0,1,1,Professional,Domestic,11.08980542,11.6784399,14.92103225,6.139776788
369,midwest,0,3,1,Service,Foreign,9.305650552,9.798127037,12.80380964,6.53567659
370,west,0,2,1,Labor,Foreign,9.159047078,9.903487553,13.01254851,7.828038032
372,midwest,1,1,1,Professional,Domestic,9.723163998,10.49127422,13.33035268,2.58021683
373,southeast,0,6,0,Professional,Domestic,8.630521877,9.472704636,11.62446684,5.890953366
376,midwest,3,1,0,Agriculture,Foreign,9.425451752,10.1266311,12.21849517,6.280770301
377,midwest,2,1,1,Professional,Foreign,9.503009986,10.49127422,11.85225077,6.651054944
378,midwest,3,2,0,Crafts,Foreign,8.612503371,9.305650552,12.44548317,8.65311298
380,southwest,1,1,0,Sales,Domestic,10.1266311,10.6454249,12.33182385,6.672855392
381,northeast,0,2,0,Sales,Foreign,10.07744086,10.77895629,13.17685156,7.037993756
382,northeast,0,1,1,Professional,Domestic,9.449357272,10.34174248,13.28618146,5.630135934
383,northeast,0,2,0,Sales,Foreign,8.935903526,9.680344001,12.14844353,6.288880343
384,midwest,3,2,0,Professional,Foreign,10.4487146,10.75790288,12.99861257,8.453123894
385,southeast,0,2,1,Sales,Domestic,8.794824928,9.546812609,11.28727878,6.876109801
386,northeast,0,2,0,Professional,Foreign,10.16585182,10.75790288,13.67025355,7.910003499
387,southwest,1,1,0,Service,Foreign,11.45741276,12.10625231,13.73549285,6.349663329
388,west,1,1,1,Professional,Foreign,10.81376021,11.42954386,13.88054895,5.592664677
389,midwest,0,3,1,Crafts,Domestic,9.893437217,10.40426284,11.65702581,6.659742537
391,southeast,2,2,0,Professional,Foreign,10.03451581,10.66895539,13.09375812,6.276831442
393,northeast,0,2,1,Service,Foreign,11.4679281,12.17044547,13.36436794,8.225529871
394,west,0,1,1,Professional,Domestic,9.581903928,10.40426284,11.39751461,7.581821572
395,southeast,0,1,1,Service,Domestic,10.23995979,10.89673933,13.69402066,5.989212012
396,southwest,1,3,1,Sales,Foreign,10.61888534,11.66992921,11.5645687,6.285346113
397,southeast,2,1,1,Service,Domestic,10.29890232,11.19821472,13.48059711,6.495190024
398,northeast,0,1,0,Agriculture,Domestic,9.898475011,10.40426284,12.37834387,6.987074648
399,southwest,1,2,1,Professional,Foreign,11.03488966,11.53272809,14.12049213,7.597597003
400,west,1,2,1,Professional,Domestic,11.03488966,11.54248427,14.60119134,6.548290733
401,midwest,2,4,1,Sales,Domestic,9.629050707,10.49127422,12.50617724,6.487607912
402,southwest,1,2,1,Service,Foreign,10.54006438,11.06663836,13.5089854,8.268321492
404,west,0,1,0,Professional,Domestic,10.55581274,11.21182037,14.06252687,4.019980147
405,southeast,1,1,0,Service,Domestic,10.80161431,11.30220443,12.89143964,7.477689081
406,southwest,0,1,1,Service,Foreign,9.792555992,10.51867319,11.90496755,7.389378637
407,midwest,2,2,1,Professional,Domestic,10.55581274,11.05089001,13.68994733,5.888046588
408,west,0,3,1,Labor,Domestic,9.495519314,10.04324949,12.63101353,5.974699801
409,west,1,2,1,Agriculture,Domestic,9.024010794,9.903487553,11.42954386,7.533773921
410,west,0,4,1,Sales,Domestic,9.27799902,10.08580911,12.79385931,5.197114861
411,southeast,0,2,0,Crafts,Domestic,9.913437883,10.51867319,13.51939301,7.672315733
412,northeast,0,1,0,Sales,Foreign,9.190137665,10.40426284,12.71679826,6.837708281
413,northeast,3,2,1,Service,Domestic,9.862665558,10.71441777,13.0939639,6.983928973
414,southeast,2,2,1,Labor,Foreign,9.971146201,10.89673933,12.58313828,7.581107832
415,southwest,3,4,1,Professional,Domestic,10.46024211,11.17043516,12.47876798,6.496322399
416,northeast,0,2,1,Service,Foreign,9.764225485,10.83958091,10.7342204,6.213307253
417,northeast,1,4,1,Sales,Foreign,9.126958763,10.16585182,12.15372617,8.436286778
419,northeast,0,3,1,Sales,Domestic,9.947504438,10.30895266,12.81038861,5.95661427
420,northeast,0,3,1,Professional,Domestic,10.6873891,11.56171563,13.93195937,5.277859525
421,southeast,0,1,1,Agriculture,Foreign,11.44464662,12.46458334,12.99521159,6.65871683
422,northeast,1,5,0,Sales,Foreign,9.975808214,10.59663473,13.45310494,5.234312037
423,west,0,2,1,Labor,Foreign,9.26860928,10.1266311,13.0867362,8.490654125
424,southwest,0,1,0,Crafts,Domestic,10.03889219,10.79957558,13.50093679,8.538161805
425,southeast,3,4,1,Labor,Domestic,9.752664663,10.91508846,12.56374709,8.593598523
426,southwest,1,2,1,Sales,Foreign,10.17732422,11.08214255,14.51935037,8.785264218
427,southeast,0,2,0,Crafts,Domestic,9.729134165,10.08580911,12.17767317,5.172470657
428,midwest,1,2,0,Labor,Foreign,8.342839804,9.104979856,11.7368687,6.520989248
429,southwest,0,4,1,Sales,Domestic,8.909235279,9.998797732,10.46880136,4.300002799
430,midwest,2,1,0,Professional,Foreign,11.00542763,11.49272276,14.68730589,8.700122897
431,southeast,0,3,1,Professional,Foreign,9.792555992,10.30895266,13.76526934,5.453182077
432,midwest,2,1,1,Service,Domestic,10.33851146,10.95080655,14.04638416,6.87393993
433,southwest,0,2,1,Sales,Foreign,9.425451752,10.23995979,12.84264947,5.737861788
434,southwest,2,1,0,Sales,Foreign,10.20728901,11.05089001,13.48450336,7.467456778
435,west,0,1,1,Sales,Foreign,9.947504438,10.87804719,12.83814198,4.116595171
436,northeast,0,1,1,Sales,Domestic,9.417354541,10.27505111,12.75158951,2.568788134
437,west,2,1,0,Sales,Domestic,10.21464198,10.93310697,12.86462838,5.116495685
438,southeast,1,3,1,Professional,Foreign,11.26318123,12.24529336,14.89146816,6.531387702
439,southeast,0,4,0,Sales,Domestic,8.987196821,9.61580548,12.26904744,7.548687688
441,west,3,1,0,Professional,Foreign,10.79343431,11.5228758,12.26481314,9.009294606
442,west,1,1,0,Sales,Domestic,9.220290703,9.852194258,11.26318123,6.421215681
445,northeast,0,2,1,Service,Foreign,9.082507,9.852194258,12.9014673,6.567445689
446,southeast,2,1,0,Professional,Foreign,10.81577026,11.26446411,13.65322689,6.856882949
447,west,0,1,1,Labor,Domestic,10.21464198,11.41861479,14.66120714,8.914894909
448,southeast,0,4,1,Service,Foreign,10.75149944,11.26446411,13.48366759,8.749478826
449,west,2,8,1,Labor,Foreign,10.11859893,10.71441777,12.60148742,5.628879315
451,midwest,0,2,0,Sales,Foreign,9.635608107,10.27505111,12.98310131,6.818104057
452,southeast,0,3,0,Professional,Domestic,9.210340372,10.1266311,12.31268238,4.565909472
453,southeast,0,1,1,Service,Domestic,10.4744671,11.01862914,13.3111639,5.540675137
454,southeast,1,4,1,Agriculture,Domestic,10.261162,11.45105006,13.39696021,6.328026065
455,southeast,1,2,1,Sales,Domestic,9.503009986,10.51867319,11.30713055,5.834518297
457,southwest,0,2,1,Sales,Domestic,9.449357272,10.20359214,12.58313828,7.162048599
459,midwest,1,2,0,Crafts,Domestic,9.27799902,10.08580911,10.727663,8.009180275
460,northeast,2,1,0,Professional,Domestic,10.08580911,10.69194491,12.34060354,3.93084476
461,west,0,2,1,Professional,Foreign,10.80972795,11.46163217,14.51090521,2.985681938
462,northeast,0,2,1,Sales,Foreign,9.873028345,10.37349118,12.67607627,6.82984779
463,midwest,1,3,1,Professional,Foreign,9.126958763,9.740968623,11.33020383,2.420368129
464,southeast,0,1,0,Sales,Domestic,9.472704636,10.37349118,12.72486644,7.606561417
465,southwest,1,1,1,Crafts,Foreign,9.417354541,10.62132735,13.79101293,7.470138662
466,midwest,0,1,1,Crafts,Domestic,11.23717196,12.24047407,12.93362125,6.069813514
468,northeast,0,2,1,Sales,Foreign,10.32219789,10.98529272,13.05215548,8.204890504
469,midwest,0,1,1,Labor,Foreign,8.824677891,9.305650552,11.40978471,7.216232133
471,northeast,0,2,1,Labor,Domestic,11.20504069,11.88448902,12.87774079,6.530440214
472,northeast,1,1,1,Labor,Domestic,10.3609124,11.00209984,13.21037425,9.014106486
473,midwest,0,1,0,Sales,Domestic,9.200290036,10.1266311,12.11450545,4.502583597
474,northeast,3,2,0,Professional,Domestic,11.01862914,11.41861479,13.96021678,9.076711832
475,northeast,2,1,1,Crafts,Domestic,10.28192399,10.89673933,12.35535435,7.115988218
476,midwest,0,2,0,Professional,Domestic,10.0647557,10.81977828,13.06048797,7.583629131
477,midwest,1,1,1,Professional,Foreign,10.82972862,11.47210347,13.22996139,8.515992471
478,northeast,0,1,0,Labor,Domestic,10.33201793,11.09741002,13.99332196,8.057456675
479,northeast,2,4,0,Professional,Domestic,11.18163976,11.56171563,13.15095083,8.707838344
480,southeast,0,1,1,Sales,Foreign,11.32418334,11.89818787,14.42391651,6.334876931
482,northeast,1,3,1,Sales,Domestic,10.07744086,10.87804719,13.75161183,5.715216852
483,southeast,1,2,1,Service,Foreign,11.27973158,11.87756858,12.79385931,8.607810559
485,west,4,4,0,Service,Domestic,10.50780352,11.09741002,12.50839699,4.373238129
486,northeast,2,1,0,Sales,Foreign,8.71604405,9.546812609,12.25486281,6.10713424
487,northeast,0,2,1,Labor,Domestic,9.825526011,10.37349118,12.88309044,5.877595716
488,midwest,0,1,1,Labor,Domestic,9.259130536,10.08580911,11.86076146,5.935158711
489,northeast,3,1,0,Labor,Foreign,7.901007052,9.210340372,11.42954386,7.212368212
490,west,0,1,0,Sales,Domestic,9.472704636,10.54534144,13.33035268,8.325366605
491,northeast,0,3,0,Agriculture,Foreign,9.76995616,10.66895539,13.56486733,6.410174882
492,midwest,1,1,0,Sales,Domestic,8.68270763,9.61580548,11.51791301,7.87633481
493,southwest,0,2,1,Sales,Domestic,8.556413905,9.392661929,12.51502685,6.854512718
494,southeast,1,2,0,Labor,Domestic,10.94199592,11.58058411,12.99157109,8.768278705
495,northeast,5,1,0,Labor,Domestic,8.517193191,9.210340372,10.73639668,6.000176488
496,midwest,0,1,1,Crafts,Foreign,8.732304571,9.852194258,11.44142946,8.20996126
497,midwest,0,1,1,Sales,Domestic,9.642122788,10.40426284,12.88080124,5.626721429
498,west,0,2,0,Service,Foreign,10.11050172,10.62132735,13.01922262,7.687882586
499,southwest,3,1,1,Service,Foreign,11.33857208,12.37158708,11.6784399,8.109074566
500,midwest,3,4,1,Crafts,Foreign,9.71111566,10.69194491,12.5482429,5.664348405
502,midwest,1,1,0,Sales,Foreign,10.89116828,11.45105006,14.2483314,6.343704672
503,west,1,2,1,Professional,Domestic,10.39206757,10.95080655,12.67357314,7.251167663
504,southeast,0,1,0,Service,Domestic,10.32219789,11.15625052,14.17178542,6.375450624
505,southwest,6,2,0,Sales,Domestic,8.895629627,9.852194258,12.3779229,7.39685663
506,west,0,2,1,Sales,Domestic,10.41030515,11.12726298,12.22587527,7.148149184
507,midwest,0,2,1,Service,Foreign,11.31812639,12.12269104,14.00976069,8.727478428
508,northeast,2,2,0,Professional,Domestic,10.01681624,10.89673933,11.36674295,8.404203649
509,midwest,2,2,1,Professional,Domestic,10.90778916,11.28978191,13.04763983,8.873825134
510,southwest,3,2,0,Sales,Foreign,10.50232405,11.00209984,13.00357984,5.393400248
511,southeast,1,2,1,Crafts,Foreign,8.411832676,9.104979856,11.88379913,7.284134806
512,southwest,0,6,1,Agriculture,Foreign,10.28874995,10.66895539,13.38365014,8.705231709
513,southwest,1,4,1,Service,Domestic,8.895629627,9.798127037,12.8754393,8.338831783
514,midwest,0,4,1,Crafts,Foreign,9.83091686,10.54534144,13.40754232,5.432629704
515,west,1,3,1,Sales,Domestic,9.648595303,10.20359214,12.25771588,7.363881815
516,southwest,0,1,0,Sales,Foreign,9.717157974,10.46310334,13.02033065,6.445481696
517,west,2,4,1,Professional,Foreign,11.10345234,11.47210347,13.74422936,8.025614485
518,northeast,1,1,1,Service,Domestic,10.13459927,10.87804719,10.87804719,4.609660091
519,southeast,0,1,1,Sales,Foreign,9.857443614,10.27505111,12.41511727,5.962164461
520,northeast,0,1,0,Crafts,Foreign,9.200290036,9.903487553,10.81977828,8.856475761
521,southwest,1,5,1,Professional,Foreign,10.28192399,10.858999,13.39269581,4.897093253
522,west,0,1,1,Professional,Foreign,11.45317546,12.59811473,15.4371932,7.333219074
523,west,0,1,0,Service,Foreign,9.852194258,10.62132735,12.73758286,8.08147504
524,west,1,1,1,Sales,Domestic,8.732304571,9.903487553,12.04355372,6.804060043
525,southeast,0,1,1,Sales,Domestic,9.862665558,10.40426284,12.16212076,6.55222254
526,northeast,0,1,1,Sales,Foreign,8.411832676,9.392661929,11.26446411,7.70701769
527,midwest,2,1,1,Labor,Domestic,9.071078305,10.04324949,10.63103616,7.75756427
528,midwest,0,3,0,Sales,Foreign,9.024010794,9.952277717,11.65702581,7.142669286
529,west,0,4,1,Sales,Domestic,8.909235279,9.680344001,10.51325312,4.188896879
530,southeast,0,1,1,Professional,Domestic,10.5865844,11.58988651,13.3126531,8.533115752
531,west,1,1,0,Sales,Domestic,10.98867682,12.02574909,13.5733116,5.40672324
532,west,0,2,0,Sales,Domestic,9.169518377,9.903487553,11.74403719,6.645025948
533,northeast,1,2,1,Sales,Domestic,9.609116492,10.16585182,12.11176197,2.134166441
534,northeast,0,1,1,Labor,Domestic,9.809176873,10.79957558,13.17912171,8.285210691
535,southeast,0,1,1,Service,Domestic,9.210340372,9.740968623,12.52597987,7.765314596
536,southeast,0,1,0,Labor,Domestic,8.853665428,9.852194258,11.39975677,6.733342366
537,west,2,1,1,Agriculture,Foreign,10.29214554,10.73639668,12.47686285,7.220264101
538,midwest,0,1,0,Sales,Foreign,10.6237634,11.32659589,13.30067691,6.775194843
539,midwest,0,2,1,Professional,Domestic,9.546812609,10.16585182,12.73846405,8.174364797
540,southwest,2,1,1,Professional,Foreign,9.568014816,10.73639668,14.33917343,5.066385309
541,west,0,1,1,Service,Domestic,9.975808214,10.62132735,13.26038468,6.989104825
543,midwest,0,2,1,Professional,Domestic,10.96647266,11.30220443,13.65357969,6.045360701
544,southeast,0,3,1,Labor,Foreign,9.735068901,10.34174248,12.04649058,6.977887501
545,west,2,1,0,Professional,Domestic,10.85321306,11.58058411,12.27373129,7.812398441
546,southwest,1,4,1,Professional,Foreign,9.525151112,10.37349118,13.49585611,6.360524973
547,west,0,2,0,Labor,Domestic,9.323669057,10.1266311,12.52452638,4.224641563
548,southwest,0,1,1,Labor,Foreign,11.07596969,11.73606902,13.47653519,7.997024053
550,southeast,0,2,1,Service,Foreign,11.13604781,11.8277362,13.49544303,7.12677032
551,west,1,4,1,Service,Foreign,10.15424627,10.79957558,12.84079591,7.819334931
552,midwest,1,3,1,Crafts,Domestic,9.047821442,10.23995979,12.59133505,7.531927445
553,northeast,2,2,1,Sales,Foreign,10.64304111,11.00209984,13.2946346,6.819087986
554,west,1,2,1,Professional,Domestic,11.37710574,12.13350195,15.15879303,9.212213616
555,southwest,1,4,1,Sales,Domestic,10.13062313,10.79957558,12.65587357,5.107762005
556,southeast,0,1,1,Crafts,Foreign,9.809176873,10.4341158,13.43979841,7.990458351
557,southeast,0,4,1,Sales,Foreign,9.75846178,10.37349118,12.30501259,3.194583132
558,southeast,1,1,0,Sales,Foreign,9.525151112,10.23995979,12.74139574,4.680277658
559,southeast,1,3,1,Service,Domestic,9.686574551,10.08580911,12.68849879,7.139620684
560,southeast,3,4,1,Crafts,Domestic,9.71111566,10.20359214,12.61950592,6.738330204
561,midwest,1,1,1,Sales,Foreign,9.75846178,10.54534144,12.57348969,6.472732619
562,southeast,1,2,0,Sales,Domestic,9.358760377,9.740968623,10.87237073,7.087323048
563,west,1,2,1,Labor,Foreign,10.96992094,11.40756495,13.38164598,7.572117108
564,west,1,2,1,Sales,Domestic,9.862665558,10.16585182,12.68354829,6.999969763
565,midwest,0,1,0,Labor,Foreign,11.04452056,11.62625415,14.88818946,4.814214813
566,west,0,1,1,Service,Foreign,10.6501755,11.15625052,13.44878528,4.602165677
567,northeast,0,7,0,Labor,Foreign,11.46478509,12.19095901,15.12481588,5.856074285
568,southeast,1,1,0,Professional,Domestic,8.824677891,9.61580548,11.70766954,2.681021529
569,west,0,2,0,Agriculture,Domestic,11.04611673,11.49272276,14.61508768,6.384519635
570,southeast,0,1,0,Crafts,Domestic,10.83368119,11.66134547,13.92310857,7.949232683
571,southeast,3,1,1,Sales,Foreign,9.75846178,10.59663473,12.96687847,6.668291779
572,southeast,1,2,1,Sales,Foreign,11.35158231,12.15477935,14.1006895,6.449047609
574,southeast,0,2,1,Labor,Domestic,11.39975677,12.3883942,13.08154138,7.349841571
575,northeast,0,1,0,Agriculture,Domestic,10.74720759,11.21182037,13.19969472,7.421925304
576,west,3,2,0,Service,Foreign,9.116029693,9.740968623,11.75587164,8.798507533
577,southwest,3,2,0,Labor,Domestic,10.3449631,10.89673933,13.33908636,8.086194868
578,southeast,0,2,0,Sales,Foreign,10.60658506,11.19821472,13.19969472,6.581678819
579,southeast,1,5,1,Agriculture,Foreign,8.476371197,9.392661929,10.34817337,6.768493212
582,southwest,0,1,1,Professional,Domestic,10.57643203,11.1844214,13.8516496,8.88377193
583,southeast,1,2,1,Sales,Domestic,9.532423871,10.34174248,10.60410675,7.275137693
584,northeast,2,1,0,Sales,Domestic,10.2646524,10.75790288,12.34713809,3.951243719
585,west,1,1,0,Sales,Domestic,9.642122788,10.04324949,12.08446982,5.451896454
586,southeast,0,2,1,Sales,Foreign,10.00333289,10.858999,13.40060099,4.324794689
587,west,0,2,1,Professional,Domestic,9.230142999,9.903487553,12.18586994,9.326148125
588,west,0,3,1,Sales,Domestic,9.480367509,10.04324949,12.37539339,6.534224789
589,west,0,3,0,Professional,Domestic,11.23056255,11.82041016,13.82189016,6.342913359
590,southeast,2,1,1,Agriculture,Domestic,9.581903928,10.57131693,13.03941646,3.38269391
591,southeast,1,2,1,Sales,Domestic,9.305650552,9.998797732,11.38509209,4.253482784
592,southeast,1,2,0,Professional,Domestic,9.503009986,10.49127422,12.12051476,7.184250006
593,northeast,0,4,1,Service,Foreign,8.536995819,9.472704636,11.38962725,6.136754659
594,west,0,2,0,Sales,Foreign,10.19241884,11.12726298,13.43979841,4.087655574
595,midwest,1,4,1,Labor,Domestic,10.75790288,11.46163217,13.91263727,6.091762268
596,west,0,1,1,Service,Foreign,10.4487146,11.22524339,13.55738729,5.884018525
597,west,0,1,1,Labor,Domestic,11.42845631,12.62478298,15.43418568,6.682609725
598,midwest,0,1,0,Sales,Foreign,8.794824928,9.546812609,11.28727878,4.683981366
601,west,2,1,1,Sales,Foreign,8.318742253,9.104979856,10.63103616,5.197391448
602,southwest,2,2,0,Professional,Foreign,10.77478092,11.47210347,14.00580028,8.51081288
603,southwest,0,2,1,Agriculture,Domestic,10.39818379,11.1844214,12.66602594,8.039753987
604,midwest,2,1,1,Sales,Domestic,9.116029693,9.798127037,10.54006438,4.802380355
605,midwest,0,2,1,Sales,Foreign,8.433811582,9.104979856,11.20911401,7.566673268
606,southwest,1,6,1,Sales,Domestic,9.635608107,10.23995979,12.61020353,5.705780477
607,northeast,0,4,1,Agriculture,Foreign,8.648221454,9.546812609,12.24143979,3.819907717
608,west,1,1,1,Crafts,Foreign,8.974618038,9.740968623,11.58151826,6.885918584
609,midwest,1,1,0,Professional,Foreign,10.18490001,10.79957558,12.34713809,7.080741732
610,northeast,0,2,0,Sales,Domestic,9.622450023,10.1266311,12.32385568,7.261856915
611,southeast,5,1,0,Crafts,Domestic,9.230142999,9.852194258,12.94777187,5.320323447
